step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,target
0.8916057849242437,0.005835283845328498,0.9028997535276342,0.37018721745155203,0.1563389244975122,0.472636655710176,0.43183634406212856,0.7708657723280294,0.11919437797456067,0.18813585572312364,0
0.8447636070264081,0.7805325763999079,0.41147697177126874,0.07843520637694135,0.8527465137657649,0.5420896986399837,0.10704622232579508,0.610290495861269,0.9182141352954527,0.25830631709637464,1
0.8505180964110155,0.7872939064989307,0.36567030221725794,0.08927606645258568,0.06496893258686864,0.7132581558884761,0.9315873496295352,0.7702171903255648,0.2913952684725193,0.8856979397557901,1
0.6985021134784815,0.6800911586961123,0.5439537039280403,0.6858203693241439,0.4241973747596378,0.8396379985339038,0.6916072361155711,0.3893327699862178,0.16801968990151994,0.28209704708292915,1
0.6282507730745597,0.7171915038301845,0.2338836754250586,0.5961764828518414,0.3391057561901676,0.6957273640155978,0.7298023610285592,0.4709274960255666,0.4096243999604383,0.884498346382126,1
0.29154359634197446,0.5859819818166917,0.1528597875053297,0.5744281759501183,0.8805072618098437,0.6145435886969298,0.4142818131772351,0.5358219191760174,0.9638550218568298,0.893092965785011,1
0.1045457090001699,0.2720233053044925,0.28594527100911593,0.9901700119505285,0.21478047818259238,0.9723114884252125,0.4787590049515822,0.5816838846605795,0.053413691592617774,0.11225503228220046,0
0.8947292936566034,0.4934445523449338,0.7958994919893587,0.707617173490538,0.571226662259178,0.37518237455539416,0.5472589734299609,0.21902504450521987,0.8310359337264168,0.12658501821836532,1
0.07143308994549591,0.8260607455697329,0.6263752344697838,0.16960181999911228,0.925050470695232,0.7904641946492889,0.6739579250168516,0.7557039026885102,0.43964985540312684,0.4241600386480864,1
0.8527404639984759,0.5026578029347853,0.9146894538711507,0.6194467999309091,0.09738603883548169,0.7117431075395211,0.15214137777951708,0.7556286419803548,0.4849751837368156,0.251935745559994,1
0.8214324549110656,0.7654177463841082,0.8883926549845553,0.03669711886666582,0.23772442050870435,0.3299491773745954,0.9430083957166864,0.2904264368169337,0.7157387839299794,0.6325096931927656,1
0.9571096892504575,0.04412366575297311,0.7114130795044762,0.306208570793047,0.928187527013127,0.8827373166147124,0.5357382507050215,0.6040240778676035,0.3435638028776433,0.8616090761925882,1
0.8764347900806171,0.6497353448674188,0.6331184258265342,0.6055643224750759,0.34161307652295003,0.9638561395912529,0.7104727081712465,0.10896321154780864,0.3232291022952254,0.3492895420117428,1
0.9881894583191311,0.9010801471614927,0.10685082462793394,0.095878060468367,0.5919139492962433,0.38346684369945017,0.7973705223453427,0.05410282048025594,0.20007455592781598,0.630321908895672,0
0.5734032081435458,0.7533715364741744,0.762741972895587,0.8059690409050725,0.4993543539753268,0.022412266001768155,0.5128311173308568,0.9239755922300884,0.346965304148539,0.15040715961740758,1
0.5021269365164307,0.5521434398288998,0.0332316785853467,0.4932180482339664,0.36469281581396196,0.17545623799289745,0.9838789122262372,0.6744793684859534,0.6387102727262235,0.4810363319419392,0
0.06314383360999976,0.7294931984829391,0.6209701115861354,0.9975749859446831,0.5164974174101958,0.1771719677639625,0.15388350281185492,0.046838324352269645,0.40235674327876214,0.39734874088659133,0
0.9690532689096393,0.1122274254320712,0.2080670100582358,0.416135571870923,0.5204866468260151,0.7393543443238584,0.29981267135086054,0.6671660184957975,0.24104832867904136,0.7677667323072396,0
0.997657722929519,0.029229418071645474,0.17639507370098884,0.9935880324402842,0.9958966606028417,0.41647466389910526,0.3133828866765216,0.4688754863785265,0.592522148285418,0.06159843055432612,1
0.38968783678797403,0.4575111982007971,0.3810705558221311,0.15454896203352808,0.6957938681826069,0.2127341358150583,0.7169434578601332,0.025182755087054476,0.42921560559946803,0.15965457101143032,0
0.8579529150246581,0.5922829084564806,0.02350599396391473,0.7818893117318383,0.4841700203024861,0.031991805539077434,0.9355969903465571,0.2573547004678294,0.2082793190904928,0.6222693957454032,0
0.33601102794027327,0.017651010680585277,0.08794114000345243,0.013535135066715331,0.4840350823526476,0.42844123314163707,0.9726000522110021,0.133999875756323,0.2651310302154447,0.14949977219816324,0
0.6486171454056087,0.005546667107485526,0.735793833832788,0.7185870603402064,0.5483459506438865,0.5053838864473789,0.7665183830490253,0.2274821890527159,0.017012717818796652,0.36355139044149154,0
0.02542573149852967,0.7415951205004767,0.07322440338251623,0.7613836166817084,0.26380875787843805,0.7210143414853437,0.17830890104953512,0.9440285414723059,0.414903274506742,0.6947304950810118,0
0.3908036913466214,0.11759753921098948,0.23609940770054483,0.8171533840087545,0.9473435112939844,0.501089646770393,0.8901071056561292,0.6757622638413165,0.6890707766119974,0.1217947640400242,1
0.4917781470945368,0.20840311472243678,0.6067456881513502,0.2772073985139184,0.7080402089781727,0.0481081352756747,0.5095733431599219,0.333576233976307,0.0492367103683089,0.414312645605611,0
0.8748549236932194,0.8844519325143183,0.30632675167840073,0.8137943136163234,0.24950397070814356,0.5113092022885387,0.5688006264733563,0.12630571773578325,0.005280803795331468,0.19190223810000906,0
0.02794690912902753,0.33404757650574657,0.6511532190746884,0.8378796790129975,0.7938888289663827,0.8175457096182409,0.6376873447838858,0.9152614588350622,0.07656758715049383,0.413725306157708,1
0.3925793285027621,0.01400341171324826,0.265049626146575,0.6523338704112559,0.446530927605879,0.7845507067945072,0.6322195550176462,0.32056464221886627,0.306536805184373,0.9614288013229239,0
0.015439542725539268,0.5567052474405428,0.9687566177852676,0.7796215831323797,0.027378639582901654,0.6029711992866539,0.41767652297706614,0.6168839251354992,0.5266182258266489,0.3471361969599165,0
0.9845345944585573,0.3816114710230979,0.38746240866704906,0.11096367780874705,0.21631253871567224,0.7769713224991379,0.011374020692284548,0.4384623399126981,0.969631674555374,0.12758598072543959,0
0.544067597425337,0.17364955385593417,0.3774561628181653,0.8603808340662438,0.901605479362163,0.21753837176289548,0.8611993473239087,0.7661139361175676,0.020320065609437665,0.9922142370174334,1
0.7176944794114766,0.5734602740923688,0.9677972779055147,0.8342521076665012,0.9398048708991809,0.8311702364847726,0.7487822933126537,0.06165487016031157,0.32352119148327685,0.7160058320772954,1
0.49371559819280186,0.6341817260349591,0.09800458885442809,0.8150189598825058,0.8853466677973078,0.745802036537556,0.7516323837192216,0.9885167231427154,0.971267248374585,0.4076652379420238,1
0.32950180126313033,0.5581785312731777,0.7359020646531392,0.9915123441101173,0.17973287069770838,0.7246697215234194,0.9613715504244865,0.8086899691745384,0.5180510914603618,0.4376425787960342,1
0.7883112501610112,0.8268411979565075,0.19335816478683054,0.5858673323176091,0.29801140965570416,0.8774750543788861,0.7953010437560704,0.1196901291108049,0.48700685811409505,0.9059924619933943,1
0.16182564717037073,0.5255240183252868,0.35936984618877044,0.8684378076021604,0.728385191902418,0.091783333843525,0.07044350443526437,0.12168460020468508,0.08020325562846053,0.619582937767403,0
0.20760865176899856,0.5700182000086153,0.751919202148554,0.19007735169394246,0.6697383857744886,0.08211190007873292,0.8972673484127949,0.6435127773828354,0.3850824739747549,0.594210310648083,0
0.9130912637138525,0.2374875703834346,0.2937426806707154,0.8937347357374666,0.8143732607522547,0.08788485605754615,0.6600773469174124,0.41549814810872676,0.8831294292136252,0.6028751871594956,1
0.6705909132506999,0.9343347378706659,0.05022231289034229,0.23879049944672903,0.03137475859807992,0.6833028848494997,0.34070390320695176,0.03993527953089937,0.9804224304458342,0.5453650100845918,0
0.6495475844235531,0.7278292978083629,0.1855599142230432,0.511371407649842,0.8042051651948079,0.7530073233077186,0.19494940300340502,7.14108184338702e-05,0.5779473887997897,0.6023335936755209,1
0.6120703838440299,0.7505551218198926,0.641713166456023,0.4287570950326427,0.605722326347352,0.4924235141763327,0.3607925721690335,0.41559054740704127,0.8246789603769656,0.8940575021470485,1
0.11584886764869828,0.8127459369072003,0.5733008447381602,0.4762405620658633,0.7888954936515499,0.6207662367434513,0.04905837353251841,0.3064449250912781,0.8252657428991819,0.1634185143219441,0
0.11708485462466067,0.9644056273750754,0.59859623013674,0.8653046427350413,0.1785705608122221,0.1693897310236584,0.6171906744431663,0.3136606876831448,0.3588933459541681,0.4102122466953563,0
0.6489058079604383,0.2471294647886465,0.5815377440489125,0.455651343402688,0.7860920435171911,0.8120909302893661,0.007168667964562614,0.8329513677150787,0.4314498331312224,0.7037210820355724,1
0.33774963996822516,0.616985633439646,0.9138395798214596,0.9159222530128607,0.2876945618183615,0.9676034982612911,0.5885800072480107,0.46767024881941244,0.6107982031354214,0.825475528739429,1
0.002026593305130442,0.805245007848112,0.7276430807253467,0.8734909202948635,0.5137792881853095,0.8697719938252148,0.2805822689160524,0.8689436704388875,0.4424281405253164,0.13951930629441467,1
0.07585260466412025,0.2537653151395265,0.3557395456386956,0.6779509194957852,0.2763906663042208,0.29683943716003847,0.17352558159358844,0.25535256988638266,0.17378614140520487,0.8330801021786743,0
0.24544591105746094,0.7452804613617404,0.9498466704976154,0.793223846221982,0.13318693961530792,0.9651815182948953,0.6200334859743224,0.3941998461523857,0.7810106788113901,0.18305691683906156,1
0.6220819723307753,0.6804844083455,0.05344792258239839,0.49145445088106987,0.3892723965074031,0.5783766559807201,0.8574887315904111,0.45930576960414904,0.1824817225842872,0.55956102652096,0
0.7552937818008153,0.44532164017393117,0.060694437949994406,0.5694146184111494,0.18524504758349503,0.256546304076955,0.847759052234452,0.23332014452934624,0.44710214246371327,0.8307288587287256,0
0.38955189351829467,0.5911945067756547,0.4188523690193451,0.9107202501593556,0.12151487323212684,0.6966908759194249,0.31137634316175866,0.7017311083246376,0.533919353308954,0.23504097490158127,0
0.18044322784585376,0.2325532729676234,0.3087942223189287,0.12729111120845737,0.9923534873619818,0.8082272221998614,0.6176121551719779,0.7346976080438131,0.05223173722656649,0.8425451138762339,0
0.6794501498069206,0.6063845814488671,0.24525860550195977,0.6210239276235363,0.9032606542780423,0.12392911309127719,0.333300361928351,0.5570560883313914,0.07651037545943407,0.029330733073256843,0
0.611992344233894,0.43426593714819717,0.9633287712136119,0.8040901020164869,0.5826225519550903,0.9479240930260201,0.5685629770101526,0.48756716042979975,0.11859097038836386,0.10168644228893264,1
0.08206469947371442,0.0758912936936883,0.3634143726600274,0.6908658916377538,0.688822271908023,0.0317742631177691,0.04042846401310607,0.4783076485802855,0.9391967218437711,0.972082877818376,0
0.8146062355214594,0.720681297537728,0.009636767490035059,0.14585954876671559,0.5357234204184383,0.7147287518492339,0.4031492986208728,0.881826474308125,0.16173511474142654,0.9105229603000915,1
0.6556303659815272,0.6530733178904962,0.32470789055839755,0.3506026689285554,0.10540550167386331,0.2815555719001587,0.2601191530814475,0.6965848594410963,0.590308525189421,0.2881489658441927,0
0.7698694027594634,0.5816505689181096,0.33806713193134774,0.15897078884657978,0.5307357636986773,0.028678750914702622,0.8871583809351824,0.767646319593268,0.6184489441396148,0.3558203113502959,1
0.024141925640513873,0.34672111259435745,0.7239463425594769,0.8623989492456898,0.9459017285730108,0.2695581902859552,0.4569140613700249,0.857421155545015,0.06896955543497185,0.6332387111031434,1
0.4673904403940746,0.4741706758135995,0.6336649571291569,0.9462314421645711,0.4668012436499869,0.6138748486418039,0.8723751878938936,0.4133985463656058,0.42538311109832916,0.31357477307500303,1
0.29084151399434943,0.8711854969466305,0.582476357978853,0.6336942635581969,0.2432143035715072,0.6021438190874961,0.10507488003529841,0.1696750559972613,0.5587813177743495,0.4144638516779243,0
